id	Nome do aeroporto	Cod IATA	COD ICAO	Cidade	Pa°s	Latitude	Longetude	Altitude	Fuso hor†rio	DST	Continente/Cidade
230	Zenata ? Messali El Hadj Airport	TLM	DAON	Tlemcen	Algeria	350167007446	-145000004768	814	1	N	Africa/Algiers
231	Es Senia Airport	ORN	DAOO	Oran	Algeria	356239013672	-6211829781529999	295	1	N	Africa/Algiers
232	Sidi Bel Abbes Airport	BFW	DAOS	Sidi Bel Abbes	Algeria	351717987061	-593275010586	1614	1	N	Africa/Algiers
233	Ghriss Airport	MUW	DAOV	Ghriss	Algeria	35207698822021484	14714199304580688	1686	1	N	Africa/Algiers
234	Touat Cheikh Sidi Mohamed Belkebir Airport	AZR	DAUA	Adrar	Algeria	27837600708007812	-18641400337219238	919	1	N	Africa/Algiers
235	Biskra Airport	BSK	DAUB	Biskra	Algeria	34793300628699996	573823022842	289	1	N	Africa/Algiers
236	El Golea Airport	ELG	DAUE	El Golea	Algeria	30571300506591797	28595900535583496	1306	1	N	Africa/Algiers
237	NoumÇrat - Moufdi Zakaria Airport	GHA	DAUG	Ghardaia	Algeria	3238410186767578	3794110059738159	1512	1	N	Africa/Algiers
238	Oued Irara Airport	HME	DAUH	Hassi Messaoud	Algeria	31673000335699996	6140439987180001	463	1	N	Africa/Algiers
239	In Salah Airport	INZ	DAUI	In Salah	Algeria	27250999450699997	251202011108	896	1	N	Africa/Algiers
240	Touggourt Sidi Madhi Airport	TGR	DAUK	Touggourt	Algeria	3306779861450195	6088669776916504	279	1	N	Africa/Algiers
241	Laghouat Airport	LOO	DAUL	Laghouat	Algeria	33764400482199996	292833995819	2510	1	N	Africa/Algiers
242	Timimoun Airport	TMX	DAUT	Timimoun	Algeria	292371006012	276033014059	1027	1	N	Africa/Algiers
243	Ain el Beida Airport	OGX	DAUU	Ouargla	Algeria	31917200088500977	5412779808044434	492	1	N	Africa/Algiers
244	In AmÇnas Airport	IAM	DAUZ	Zarzaitine	Algeria	280515	964291	1847	1	N	Africa/Algiers
245	Cadjehoun Airport	COO	DBBB	Cotonou	Benin	6357230186462402	2384350061416626	19	1	N	Africa/Porto-Novo
246	Ouagadougou Airport	OUA	DFFD	Ouagadougou	Burkina Faso	123532	-151242	1037	0	N	Africa/Ouagadougou
247	Bobo Dioulasso Airport	BOY	DFOO	Bobo-dioulasso	Burkina Faso	11160099983215332	-433096981048584	1511	0	N	Africa/Ouagadougou
248	Kotoka International Airport	ACC	DGAA	Accra	Ghana	5605189800262451	-16678600013256073	205	0	N	Africa/Accra
249	Tamale Airport	TML	DGLE	Tamale	Ghana	955718994140625	-8632140159606934	553	0	N	Africa/Accra
250	Wa Airport	\N	DGLW	Wa	Ghana	100826997756958	-2507689952850342	1060	0	N	Africa/Accra
251	Sunyani Airport	NYI	DGSN	Sunyani	Ghana	7361830234527588	-23287599086761475	1014	0	N	Africa/Accra
252	Takoradi Airport	TKD	DGTK	Takoradi	Ghana	4896059989929199	-17747600078582764	21	0	N	Africa/Accra
253	Port Bouet Airport	ABJ	DIAP	Abidjan	Cote d'Ivoire	5261390209197998	-39262900352478027	21	0	N	Africa/Abidjan
254	BouakÇ Airport	BYK	DIBK	Bouake	Cote d'Ivoire	7738800048828125	-5073669910430908	1230	0	N	Africa/Abidjan
255	Daloa Airport	DJO	DIDL	Daloa	Cote d'Ivoire	6792809963226318	-6473189830780029	823	0	N	Africa/Abidjan
256	Korhogo Airport	HGO	DIKO	Korhogo	Cote d'Ivoire	938718032837	-555666017532	1214	0	N	Africa/Abidjan
257	Man Airport	MJC	DIMN	Man	Cote d'Ivoire	7272069931030273	-758735990524292	1089	0	N	Africa/Abidjan
258	San Pedro Airport	SPY	DISP	San Pedro	Cote d'Ivoire	4746719837188721	-6660820007324219	26	0	N	Africa/Abidjan
259	Yamoussoukro Airport	ASK	DIYO	Yamoussoukro	Cote d'Ivoire	69031701088	-536558008194	699	0	N	Africa/Abidjan
260	Nnamdi Azikiwe International Airport	ABV	DNAA	Abuja	Nigeria	9006790161132812	7263169765472412	1123	1	N	Africa/Lagos
261	Akure Airport	AKR	DNAK	Akure	Nigeria	7246739864349365	53010101318359375	1100	1	N	Africa/Lagos
262	Benin Airport	BNI	DNBE	Benin	Nigeria	6316979885101318	55995001792907715	258	1	N	Africa/Lagos
263	Margaret Ekpo International Airport	CBQ	DNCA	Calabar	Nigeria	4976019859313965	8347200393676758	210	1	N	Africa/Lagos
264	Akanu Ibiam International Airport	ENU	DNEN	Enugu	Nigeria	6474269866943359	7561960220336914	466	1	N	Africa/Lagos
265	Gusau Airport	\N	DNGU	Gusau	Nigeria	121717	669611	1520	1	N	Africa/Lagos
266	Ibadan Airport	IBA	DNIB	Ibadan	Nigeria	7362460136413574	397832989692688	725	1	N	Africa/Lagos
267	Ilorin International Airport	ILR	DNIL	Ilorin	Nigeria	8440210342407227	4493919849395752	1126	1	N	Africa/Lagos
268	Yakubu Gowon Airport	JOS	DNJO	Jos	Nigeria	9639829635620117	8869050025939941	4232	1	N	Africa/Lagos
269	Kaduna Airport	KAD	DNKA	Kaduna	Nigeria	10696000099182129	7320109844207764	2073	1	N	Africa/Lagos
270	Mallam Aminu International Airport	KAN	DNKN	Kano	Nigeria	120476	852462	1562	1	N	Africa/Lagos
271	Maiduguri International Airport	MIU	DNMA	Maiduguri	Nigeria	11855299949645996	13080900192260742	1099	1	N	Africa/Lagos
272	Makurdi Airport	MDI	DNMK	Makurdi	Nigeria	770388	861394	371	1	N	Africa/Lagos
273	Murtala Muhammed International Airport	LOS	DNMM	Lagos	Nigeria	65773701667785645	3321160078048706	135	1	N	Africa/Lagos
274	Minna Airport	MXJ	DNMN	Minna	Nigeria	9652170181274414	6462259769439697	834	1	N	Africa/Lagos
275	Port Harcourt International Airport	PHC	DNPO	Port Hartcourt	Nigeria	50154900550842285	694959020614624	87	1	N	Africa/Lagos
276	Sadiq Abubakar III International Airport	SKO	DNSO	Sokoto	Nigeria	12916299819946289	5207190036773682	1010	1	N	Africa/Lagos
277	Yola Airport	YOL	DNYO	Yola	Nigeria	9257550239562988	12430399894714355	599	1	N	Africa/Lagos
278	Zaria Airport	ZAR	DNZA	Zaria	Nigeria	111302	768581	2170	1	N	Africa/Lagos
279	Maradi Airport	MFQ	DRRM	Maradi	Niger	135024995803833	71267499923706055	1240	1	N	Africa/Niamey
280	Diori Hamani International Airport	NIM	DRRN	Niamey	Niger	134815	218361	732	1	N	Africa/Niamey
281	Tahoua Airport	THZ	DRRT	Tahoua	Niger	14875699996948242	5265359878540039	1266	1	N	Africa/Niamey
282	Mano Dayak International Airport	AJY	DRZA	Agadez	Niger	16965999603271484	8000109672546387	1657	1	N	Africa/Niamey
283	Dirkou Airport	\N	DRZD	Dirkou	Niger	18968700408935547	1286870002746582	1273	1	N	Africa/Niamey
284	Diffa Airport	\N	DRZF	Diffa	Niger	13372900009155273	12626700401306152	994	1	N	Africa/Niamey
285	Zinder Airport	ZND	DRZR	Zinder	Niger	13779000282287598	8983759880065918	1516	1	N	Africa/Niamey
286	Monastir Habib Bourguiba International Airport	MIR	DTMB	Monastir	Tunisia	3575809860229492	1075469970703125	9	1	E	Africa/Tunis
287	Tunis Carthage International Airport	TUN	DTTA	Tunis	Tunisia	3685100173950195	1022719955444336	22	1	E	Africa/Tunis
288	Sidi Ahmed Air Base	\N	DTTB	Bizerte	Tunisia	37245398	979145	20	1	E	Africa/Tunis
289	Remada Air Base	\N	DTTD	Remada	Tunisia	3230619812011719	10382100105285645	1004	1	E	Africa/Tunis
290	Gafsa Ksar International Airport	GAF	DTTF	Gafsa	Tunisia	34422000885009766	8822500228881836	1060	1	E	Africa/Tunis
291	Gabäs Matmata International Airport	GAE	DTTG	Gabes	Tunisia	3387689971923828	10103300094604492	26	1	E	Africa/Tunis
292	Borj El Amri Airport	\N	DTTI	Bordj El Amri	Tunisia	3672129821777344	994314956665039	110	1	E	Africa/Tunis
293	Djerba Zarzis International Airport	DJE	DTTJ	Djerba	Tunisia	33875	10775500297546387	19	1	E	Africa/Tunis
294	El Borma Airport	EBM	DTTR	El Borma	Tunisia	31704299926757812	9254619598388672	827	1	E	Africa/Tunis
295	Sfax Thyna International Airport	SFA	DTTX	Sfax	Tunisia	3471799850463867	10690999984741211	85	1	E	Africa/Tunis
296	Tozeur Nefta International Airport	TOE	DTTZ	Tozeur	Tunisia	33939701080322266	8110560417175293	287	1	E	Africa/Tunis
297	Niamtougou International Airport	LRL	DXNG	Niatougou	Togo	9767330169677734	1091249942779541	1515	0	N	Africa/Lome
298	LomÇ-Tokoin Airport	LFW	DXXX	Lome	Togo	6165609836578369	12545100450515747	72	0	N	Africa/Lome
299	Antwerp International Airport (Deurne)	ANR	EBAW	Antwerp	Belgium	511893997192	446027994156	39	1	E	Europe/Brussels
300	Beauvechain Air Base	\N	EBBE	Beauvechain	Belgium	5075859832763672	4768330097198486	370	1	E	Europe/Brussels
301	Kleine Brogel Air Base	\N	EBBL	Kleine Brogel	Belgium	51168301	547	200	1	E	Europe/Brussels
302	Brussels Airport	BRU	EBBR	Brussels	Belgium	50901401519800004	448443984985	184	1	E	Europe/Brussels
303	Jehonville Air Base	\N	EBBX	Bertrix	Belgium	49891700744628906	52238898277282715	1514	1	E	Europe/Brussels
304	Brussels South Charleroi Airport	CRL	EBCI	Charleroi	Belgium	50459202	445382	614	1	E	Europe/Brussels
305	Chiävres Air Base	\N	EBCV	Chievres	Belgium	50575801849365234	38310000896453857	194	1	E	Europe/Brussels
306	Koksijde Air Base	\N	EBFN	Koksijde	Belgium	51090301513671875	2652780055999756	20	1	E	Europe/Brussels
307	Florennes Air Base	\N	EBFS	Florennes	Belgium	502433013916	464583015442	935	1	E	Europe/Brussels
308	Wevelgem Airport	KJK	EBKT	Kortrijk-vevelgem	Belgium	50817199707	320472002029	64	1	E	Europe/Brussels
309	Liäge Airport	LGG	EBLG	Liege	Belgium	5063740158081055	5443220138549805	659	1	E	Europe/Brussels
310	Ostend-Bruges International Airport	OST	EBOS	Ostend	Belgium	51198898315399994	28622200489	13	1	E	Europe/Brussels
311	Zutendaal Air Base	\N	EBSL	Zutendaal	Belgium	509474983215332	5590559959411621	312	1	E	Europe/Brussels
312	Brustem Airfield Sint Truiden	\N	EBST	Sint-truiden	Belgium	50791901	520167	246	1	E	Europe/Brussels
313	Saint Hubert Air Base	\N	EBSU	St.-hubert	Belgium	50034400939941406	5440810203552246	1930	1	E	Europe/Brussels
314	Ursel Air Base	\N	EBUL	Ursel	Belgium	5114419937133789	3475559949874878	95	1	E	Europe/Brussels
315	Weelde Air Base	\N	EBWE	Weelde	Belgium	51394798278808594	49601898193359375	105	1	E	Europe/Brussels
316	Zoersel (Oostmalle) Airfield	OBL	EBZR	Zoersel	Belgium	51264702	475333	53	1	E	Europe/Brussels
317	Flugplatz Bautzen	\N	EDAB	Bautzen	Germany	51193611	14519722	568	1	E	Europe/Berlin
318	Altenburg-Nobitz Airport	AOC	EDAC	Altenburg	Germany	50981945	12506389	640	1	E	Europe/Berlin
319	Dessau Airfield	\N	EDAD	Dessau	Germany	51831694	12190962	187	1	E	Europe/Berlin
320	EisenhÅttenstadt Airfield	\N	EDAE	Eisenhuettenstadt	Germany	52195856	1458753	144	1	E	Europe/Berlin
322	Gro·enhain Airport	\N	EDAK	Suhl	Germany	5130805587768555	13555556297302246	417	1	E	Europe/Berlin
323	Merseburg Airport	\N	EDAM	Muehlhausen	Germany	513630556	119408333	341	1	E	Europe/Berlin
324	Halle-Oppin Airport	\N	EDAQ	Halle	Germany	51552223	12053889	348	1	E	Europe/Berlin
325	Riesa-Gîhlis Airport	IES	EDAU	Riesa	Germany	512936096191	133561105728	322	1	E	Europe/Berlin
326	Rechlin-LÑrz Airport	REB	EDAX	Rechlin-laerz	Germany	53306388855	127522220612	220	1	E	Europe/Berlin
327	Strausberg Airport	\N	EDAY	Strausberg	Germany	525805549621582	13916666984558105	262	1	E	Europe/Berlin
328	Schînhagen Airport	QXH	EDAZ	Schoenhagen	Germany	52203609	13156389	152	1	E	Europe/Berlin
329	Barth Airport	BBH	EDBH	Barth	Germany	54338253	12710515	23	1	E	Europe/Berlin
330	Jena-Schîngleina Airfield	\N	EDBJ	Jena	Germany	50915279	11714444	1247	1	E	Europe/Berlin
331	Kyritz Airport	\N	EDBK	Kyritz	Germany	52918888092041016	12425277709960938	131	1	E	Europe/Berlin
332	"Magdeburg ""City"" Airport"	ZMG	EDBM	Magdeburg	Germany	52073612	11626389	259	1	E	Europe/Berlin
333	Rothenburg/Gîrlitz Airport	\N	EDBR	Rothenburg/ol	Germany	5136333465576172	14949999809265137	518	1	E	Europe/Berlin
334	Anklam Airfield	\N	EDCA	Anklam	Germany	53832779	13668611	16	1	E	Europe/Berlin
335	Cottbus-Drewitz Airport	CBU	EDCD	Cottbus	Germany	51889442	14531944	272	1	E	Europe/Berlin
336	Kamenz Airport	\N	EDCM	Kamenz	Germany	5129694366455078	141274995803833	495	1	E	Europe/Berlin
337	Berlin-Schînefeld Airport	SXF	EDDB	Berlin	Germany	52380001	135225	157	1	E	Europe/Berlin
338	Dresden Airport	DRS	EDDC	Dresden	Germany	511328010559082	13767200469970703	755	1	E	Europe/Berlin
339	Erfurt Airport	ERF	EDDE	Erfurt	Germany	50979801177978516	10958100318908691	1036	1	E	Europe/Berlin
340	Frankfurt am Main Airport	FRA	EDDF	Frankfurt	Germany	50033333	8570556	364	1	E	Europe/Berlin
341	MÅnster OsnabrÅck Airport	FMO	EDDG	Munster	Germany	52134601593	768483018875	160	1	E	Europe/Berlin
342	Hamburg Airport	HAM	EDDH	Hamburg	Germany	53630401611328	99882297515869	53	1	E	Europe/Berlin
343	Berlin-Tempelhof International Airport	THF	EDDI	Berlin	Germany	52472999572753906	13403900146484375	167	1	E	Europe/Berlin
344	Cologne Bonn Airport	CGN	EDDK	Cologne	Germany	508658981323	71427397728	302	1	E	Europe/Berlin
345	DÅsseldorf Airport	DUS	EDDL	Duesseldorf	Germany	51289501	676678	147	1	E	Europe/Berlin
346	Munich Airport	MUC	EDDM	Munich	Germany	48353802	117861	1487	1	E	Europe/Berlin
347	Nuremberg Airport	NUE	EDDN	Nuernberg	Germany	49498699	11078056	1046	1	E	Europe/Berlin
348	Leipzig/Halle Airport	LEJ	EDDP	Leipzig	Germany	51423889	12236389	465	1	E	Europe/Berlin
349	SaarbrÅcken Airport	SCN	EDDR	Saarbruecken	Germany	49214599609400004	710950994492	1058	1	E	Europe/Berlin
350	Stuttgart Airport	STR	EDDS	Stuttgart	Germany	48689899444599995	922196006775	1276	1	E	Europe/Berlin
351	Berlin-Tegel Airport	TXL	EDDT	Berlin	Germany	525597	132877	122	1	E	Europe/Berlin
352	Hannover Airport	HAJ	EDDV	Hannover	Germany	52461101532	9685079574580001	183	1	E	Europe/Berlin
353	Bremen Airport	BRE	EDDW	Bremen	Germany	530475006104	878666973114	14	1	E	Europe/Berlin
354	Frankfurt-Egelsbach Airport	QEF	EDFE	Egelsbach	Germany	49959999	8645833	384	1	E	Europe/Berlin
355	Frankfurt-Hahn Airport	HHN	EDFH	Hahn	Germany	499487	726389	1649	1	E	Europe/Berlin
356	Mannheim-City Airport	MHG	EDFM	Mannheim	Germany	49473057	8514167	308	1	E	Europe/Berlin
357	Allendorf/Eder Airport	\N	EDFQ	Allendorf	Germany	5103499984741211	8680832862854004	1158	1	E	Europe/Berlin
358	Worms Airport	\N	EDFV	Worms	Germany	49606945	8368333	295	1	E	Europe/Berlin
359	Mainz-Finthen Airport	\N	EDFZ	Mainz	Germany	49967499	8147222	525	1	E	Europe/Berlin
360	Eisenach-Kindel Airport	EIB	EDGE	Eisenach	Germany	50991604	1047973	1112	1	E	Europe/Berlin
361	Siegerland Airport	SGE	EDGS	Siegerland	Germany	50707698822021484	8082969665527344	1966	1	E	Europe/Berlin
362	Hamburg-Finkenwerder Airport	XFW	EDHI	Hamburg	Germany	535352783203125	9835556030273438	23	1	E	Europe/Berlin
363	Kiel-Holtenau Airport	KEL	EDHK	Kiel	Germany	5437944412231445	10145277976989746	102	1	E	Europe/Berlin
364	LÅbeck Blankensee Airport	LBC	EDHL	Luebeck	Germany	538054008484	107192001343	53	1	E	Europe/Berlin
365	Flugplatz Dahlemer Binz	\N	EDKV	Dahlemer Binz	Germany	50405555725	65288891792	1896	1	E	Europe/Berlin
366	Meinerzhagen Airport	\N	EDKZ	Meinerzhagen	Germany	51099998474121094	7599999904632568	1549	1	E	Europe/Berlin
367	Arnsberg-Menden Airport	\N	EDLA	Arnsberg	Germany	51483890533447266	78983330726623535	794	1	E	Europe/Berlin
368	Essen Mulheim Airport	ESS	EDLE	Essen	Germany	5140230178833008	69373297691345215	424	1	E	Europe/Berlin
369	Bielefeld Airport	BFE	EDLI	Bielefeld	Germany	51964722	8544444	454	1	E	Europe/Berlin
370	Mînchengladbach Airport	MGL	EDLN	Moenchengladbach	Germany	51230278	6504444	125	1	E	Europe/Berlin
371	Paderborn Lippstadt Airport	PAD	EDLP	Paderborn	Germany	51614101409899995	8616319656369999	699	1	E	Europe/Berlin
372	Stadtlohn-Vreden Airport	\N	EDLS	Stadtlohn	Germany	5199583435058594	68405561447143555	157	1	E	Europe/Berlin
373	Dortmund Airport	DTM	EDLW	Dortmund	Germany	5151829910279999	761223983765	425	1	E	Europe/Berlin
374	Augsburg Airport	AGB	EDMA	Augsburg	Germany	48425278	10931667	1516	1	E	Europe/Berlin
375	Biberach a.d. Ri· Airfield	\N	EDMB	Biberach	Germany	48111111	9762778	1903	1	E	Europe/Berlin
376	Eggenfelden Airport	\N	EDME	Eggenfelden	Germany	4839611053466797	12723610877990723	1342	1	E	Europe/Berlin
377	Mindelheim-Mattsies Airfield	\N	EDMN	Mindelheim	Germany	48106945	10525	1857	1	E	Europe/Berlin
378	Oberpfaffenhofen Airport	OBF	EDMO	Oberpfaffenhofen	Germany	48081402	112831	1947	1	E	Europe/Berlin
379	Straubing Airport	RBM	EDMS	Straubing	Germany	4890083312988281	12516667366027832	1047	1	E	Europe/Berlin
380	Vilshofen Airport	\N	EDMV	Vilshofen	Germany	486349983215332	13195555686950684	991	1	E	Europe/Berlin
381	Leutkirch-Unterzeil Airport	\N	EDNL	Leutkirch	Germany	47858890533447266	10014166831970215	2100	1	E	Europe/Berlin
382	Friedrichshafen Airport	FDH	EDNY	Friedrichshafen	Germany	47671298980699994	951148986816	1367	1	E	Europe/Berlin
383	Schwerin Parchim Airport	SZW	EDOP	Parchim	Germany	53426998	117834	166	1	E	Europe/Berlin
384	Stendal-Borstel Airport	\N	EDOV	Stendal	Germany	5262888717651367	11818611145019531	184	1	E	Europe/Berlin
385	Aalen-Heidenheim/Elchingen Airport	\N	EDPA	Aalen-heidenheim	Germany	4877777862548828	10264721870422363	1916	1	E	Europe/Berlin
386	Bayreuth Airport	BYU	EDQD	Bayreuth	Germany	49985001	1164	1601	1	E	Europe/Berlin
387	Burg Feuerstein Airport	URD	EDQE	Burg Feuerstein	Germany	49794166564941	11133610725403	1673	1	E	Europe/Berlin
388	Hof-Plauen Airport	HOQ	EDQM	Hof	Germany	50288612365722656	11856389045715332	1959	1	E	Europe/Berlin
389	Ha·furt-Schweinfurt Airport	\N	EDQT	Hassfurt	Germany	500180549621582	10529443740844727	719	1	E	Europe/Berlin
390	Koblenz-Winningen Airfield	\N	EDRK	Koblenz	Germany	50325558	7528611	640	1	E	Europe/Berlin
391	Trier-Fîhren Airport	\N	EDRT	Trier	Germany	49863888	67875	666	1	E	Europe/Berlin
392	Speyer Airfield	\N	EDRY	Speyer	Germany	49304722	8451389	312	1	E	Europe/Berlin
393	ZweibrÅcken Airport	ZQW	EDRZ	Zweibruecken	Germany	492094	740056	1132	1	E	Europe/Berlin
394	Donaueschingen-Villingen Airport	ZQL	EDTD	Donaueschingen	Germany	4797333145139999	852222156525	2231	1	E	Europe/Berlin
395	Freiburg i. Br. Airport	\N	EDTF	Freiburg	Germany	48022777557400005	783249998093	801	1	E	Europe/Berlin
396	Mengen-Hohentengen Airport	\N	EDTM	Mengen	Germany	48053890228271484	9372777938842773	1818	1	E	Europe/Berlin
397	Adolf WÅrth Airport	\N	EDTY	Schwaebisch Hall	Germany	491183319092	9783888816829998	1299	1	E	Europe/Berlin
398	Finsterwalde/Schacksdorf Airport	\N	EDUS	Soest	Germany	51607498	13743611	384	1	E	Europe/Berlin
399	Braunschweig-Wolfsburg Airport	BWE	EDVE	Braunschweig	Germany	52319199	105561	295	1	E	Europe/Berlin
400	Kassel-Calden Airport	KSF	EDVK	Kassel	Germany	51417273	9384967	820	1	E	Europe/Berlin
401	Hildesheim Airport	\N	EDVM	Hildesheim	Germany	5218138885498047	9946389198303223	292	1	E	Europe/Berlin
402	Bremerhaven Airport	BRV	EDWB	Bremerhaven	Germany	53506943	8572778	10	1	E	Europe/Berlin
403	Emden Airport	EME	EDWE	Emden	Germany	53391109	72275	3	1	E	Europe/Berlin
404	Leer-Papenburg Airport	\N	EDWF	Leer	Germany	53271942138671875	7441667079925537	3	1	E	Europe/Berlin
405	Wilhelmshaven-Mariensiel Airport	WVN	EDWI	Wilhelmshaven	Germany	53502220153808594	805222225189209	16	1	E	Europe/Berlin
406	Borkum Airport	BMK	EDWR	Borkum	Germany	5359639	6709167	3	1	E	Europe/Berlin
407	Norderney Airport	NRD	EDWY	Norderney	Germany	5370694351196289	7230000019073486	7	1	E	Europe/Berlin
408	Flensburg-SchÑferhaus Airport	FLF	EDXF	Flensburg	Germany	5477333450317383	9378889083862305	131	1	E	Europe/Berlin
409	Rendsburg-Schachtholm Airport	\N	EDXR	Rendsburg	Germany	54220001220703125	9599444389343262	23	1	E	Europe/Berlin
410	Westerland Sylt Airport	GWT	EDXW	Westerland	Germany	549132003784	834047031403	51	1	E	Europe/Berlin
411	émari Air Base	\N	EEEI	Armari Air Force Base	Estonia	5926029968261719	24208499908447266	65	2	E	Europe/Tallinn
412	KÑrdla Airport	KDL	EEKA	Kardla	Estonia	5899079895019531	22830699920654297	18	2	E	Europe/Tallinn
413	Kuressaare Airport	URE	EEKE	Kuressaare	Estonia	5822990036010742	2250950050354004	14	2	E	Europe/Tallinn
414	PÑrnu Airport	EPU	EEPU	Parnu	Estonia	5841899871826172	2447279930114746	47	2	E	Europe/Tallinn
415	Lennart Meri Tallinn Airport	TLL	EETN	Tallinn-ulemiste International	Estonia	5941329956049999	24832799911499997	131	2	E	Europe/Tallinn
416	Tartu Airport	TAY	EETU	Tartu	Estonia	583074989319	26690399169900004	219	2	E	Europe/Tallinn
417	Enontekio Airport	ENF	EFET	Enontekio	Finland	68362602233887	23424299240112	1005	2	E	Europe/Helsinki
418	Eura Airport	\N	EFEU	Eura	Finland	611161003112793	22201400756835938	259	2	E	Europe/Helsinki
419	Halli Airport	KEV	EFHA	Halli	Finland	61856039	24786686	479	2	E	Europe/Helsinki
420	Helsinki Malmi Airport	HEM	EFHF	Helsinki	Finland	60254600524902344	25042800903320312	57	2	E	Europe/Helsinki
421	Helsinki Vantaa Airport	HEL	EFHK	Helsinki	Finland	60317199707031	24963300704956	179	2	E	Europe/Helsinki
